Image_ID,Scene_Type,Objects_Detected,Bounding_Boxes,Text_Extracted,Confidence_Score
IMG_444,Assault / Violence,person,1 regions detected,,0.632
IMG_445,Fire Scene,fire (color-based),color analysis,,0.79
IMG_446,Assault / Violence,"bicycle, person",2 regions detected,,0.612
IMG_447,Unknown,fire (color-based),color analysis,,0.35
IMG_448,Unknown,fire (color-based),color analysis,,0.25
IMG_449,Unknown,fire (color-based),color analysis,,0.04
IMG_450,Unknown,"sports ball, mouse",2 regions detected,,0.401
IMG_451,Unknown,fire (color-based),color analysis,,0.21
IMG_452,Unknown,fire (color-based),color analysis,,0.21
IMG_453,Unknown,fire (color-based),color analysis,,0.08
IMG_454,Unknown,fire (color-based),color analysis,,0.22
IMG_455,Unknown,fire (color-based),color analysis,,0.23
IMG_456,Unknown,fire (color-based),color analysis,,0.41
IMG_457,Unknown,"carrot, oven",2 regions detected,,0.486
IMG_458,Unknown,fire (color-based),color analysis,,0.4
IMG_459,Unknown,train,1 regions detected,,0.281
IMG_460,Unknown,fire (color-based),color analysis,,0.42
IMG_461,Unknown,oven,1 regions detected,,0.254
IMG_462,Unknown,fire (color-based),color analysis,,0.42
IMG_463,Fire Scene,umbrella,1 regions detected,,0.322
IMG_464,Unknown,oven,1 regions detected,,0.372
IMG_465,Unknown,fire (color-based),color analysis,,0.0
IMG_466,Fire Scene,bird,1 regions detected,,0.466
IMG_467,Fire Scene,fire (color-based),color analysis,,0.99
IMG_468,Unknown,fire (color-based),color analysis,,0.0
IMG_469,Fire Scene,fire (color-based),color analysis,,0.98
IMG_470,Vehicle Accident,car,1 regions detected,,0.273
IMG_471,Fire Scene,fire (color-based),color analysis,,0.94
IMG_472,Fire Scene,fire (color-based),color analysis,,0.8
IMG_473,Fire Scene,fire (color-based),color analysis,,0.65
IMG_474,Unknown,clock,1 regions detected,,0.258
IMG_475,Fire Scene,fire (color-based),color analysis,,0.83
IMG_476,Fire Scene,fire (color-based),color analysis,,0.99
IMG_477,Unknown,bowl,1 regions detected,,0.343
IMG_478,Fire Scene,"wine glass, oven",3 regions detected,,0.429
IMG_479,Fire Scene,carrot,3 regions detected,,0.53
IMG_480,Assault / Violence,"wine glass, person",6 regions detected,,0.743
IMG_481,Fire Scene,"carrot, bowl",2 regions detected,,0.427
IMG_482,Assault / Violence,"vase, person",3 regions detected,,0.704
IMG_483,Assault / Violence,"wine glass, person",7 regions detected,,0.804
IMG_484,Fire Scene,bowl,1 regions detected,,0.265
IMG_485,Assault / Violence,"wine glass, oven, person",4 regions detected,,0.709
IMG_486,Fire Scene,"umbrella, bottle",2 regions detected,,0.559
IMG_487,Fire Scene,clock,1 regions detected,,0.42
IMG_488,Fire Scene,fire (color-based),color analysis,,0.76
IMG_489,Fire Scene,fire (color-based),color analysis,,0.7
IMG_490,Unknown,"bench, umbrella",2 regions detected,,0.471
IMG_491,Fire Scene,fire (color-based),color analysis,,0.63
IMG_492,Fire Scene,pizza,1 regions detected,,0.256
IMG_493,Unknown,fire (color-based),color analysis,,0.25
IMG_494,Fire Scene,"umbrella, bowl",3 regions detected,,0.372
IMG_495,Unknown,fire (color-based),color analysis,,0.38
IMG_496,Fire Scene,fire (color-based),color analysis,,0.62
IMG_497,Unknown,fire (color-based),color analysis,,0.2
IMG_498,Fire Scene,fire (color-based),color analysis,,0.67
IMG_499,Fire Scene,"chair, bench",5 regions detected,,0.743
IMG_500,Fire Scene,fire (color-based),color analysis,,0.52
IMG_501,Fire Scene,fire (color-based),color analysis,,0.57
IMG_502,Fire Scene,clock,2 regions detected,,0.499
IMG_503,Unknown,fire (color-based),color analysis,,0.19
IMG_504,Unknown,fire (color-based),color analysis,,0.42
IMG_505,Vehicle Accident,"broccoli, car",2 regions detected,,0.347
IMG_506,Unknown,fire (color-based),color analysis,,0.15
IMG_507,Fire Scene,"potted plant, boat",4 regions detected,,0.512
IMG_508,Unknown,fire (color-based),color analysis,,0.44
IMG_509,Unknown,fire (color-based),color analysis,,0.36
IMG_510,Unknown,fire (color-based),color analysis,,0.42
IMG_511,Unknown,fire (color-based),color analysis,,0.12
IMG_512,Fire Scene,"potted plant, bench",2 regions detected,,0.372
IMG_513,Unknown,fire (color-based),color analysis,,0.02
IMG_514,Unknown,fire (color-based),color analysis,,0.46
IMG_515,Unknown,"potted plant, broccoli",2 regions detected,,0.611
IMG_516,Fire Scene,"potted plant, broccoli",3 regions detected,,0.517
IMG_517,Fire Scene,potted plant,1 regions detected,,0.347
IMG_518,Unknown,fire (color-based),color analysis,,0.29
IMG_519,Unknown,fire (color-based),color analysis,,0.41
IMG_520,Fire Scene,"potted plant, bench, boat",4 regions detected,,0.552
IMG_521,Assault / Violence,"dining table, broccoli, knife",4 regions detected,,0.679
IMG_522,Assault / Violence,person,2 regions detected,,0.369
IMG_523,Unknown,fire (color-based),color analysis,,0.29
IMG_524,Unknown,surfboard,1 regions detected,,0.603
IMG_525,Unknown,fire (color-based),color analysis,,0.27
IMG_526,Assault / Violence,person,2 regions detected,,0.366
IMG_527,Unknown,stop sign,1 regions detected,,0.339
IMG_528,Unknown,fire (color-based),color analysis,,0.3
IMG_529,Unknown,bottle,1 regions detected,,0.372
IMG_530,Unknown,surfboard,1 regions detected,,0.35
IMG_531,Unknown,fire (color-based),color analysis,,0.1
IMG_532,Unknown,fire (color-based),color analysis,,0.08
IMG_533,Unknown,fire (color-based),color analysis,,0.29
IMG_534,Assault / Violence,knife,1 regions detected,,0.264
IMG_535,Unknown,fire (color-based),color analysis,,0.35
IMG_536,Unknown,fire (color-based),color analysis,,0.3
IMG_537,Unknown,fire (color-based),color analysis,,0.18
IMG_538,Assault / Violence,"oven, knife",2 regions detected,,0.365
IMG_539,Unknown,fire (color-based),color analysis,,0.12
IMG_540,Unknown,fire (color-based),color analysis,,0.5
IMG_541,Assault / Violence,"pizza, knife",3 regions detected,,0.357
IMG_542,Unknown,fire (color-based),color analysis,,0.44
IMG_543,Unknown,fire (color-based),color analysis,,0.21
IMG_544,Unknown,fork,2 regions detected,,0.404
IMG_545,Unknown,fire (color-based),color analysis,,0.46
IMG_546,Fire Scene,fire (color-based),color analysis,,0.66
IMG_547,Fire Scene,pizza,1 regions detected,,0.414
IMG_548,Fire Scene,fire (color-based),color analysis,,0.54
IMG_549,Unknown,fire (color-based),color analysis,,0.09
IMG_550,Unknown,fire (color-based),color analysis,,0.09
IMG_551,Unknown,fire (color-based),color analysis,,0.05
IMG_552,Unknown,fire (color-based),color analysis,,0.05
IMG_553,Unknown,"bench, tv",2 regions detected,,0.44
IMG_554,Unknown,fire (color-based),color analysis,,0.08
IMG_555,Unknown,bench,1 regions detected,,0.304
IMG_556,Unknown,fire (color-based),color analysis,,0.09
IMG_557,Unknown,fire (color-based),color analysis,,0.06
IMG_558,Unknown,tie,1 regions detected,,0.294
IMG_559,Unknown,fire (color-based),color analysis,,0.0
IMG_560,Assault / Violence,"umbrella, person, elephant",5 regions detected,,0.725
IMG_561,Unknown,fire (color-based),color analysis,,0.24
IMG_562,Unknown,vase,1 regions detected,,0.426
IMG_563,Unknown,fire (color-based),color analysis,,0.08
IMG_564,Unknown,fire (color-based),color analysis,,0.15
IMG_565,Unknown,fire (color-based),color analysis,,0.19
IMG_566,Unknown,vase,1 regions detected,,0.409
IMG_567,Unknown,fire (color-based),color analysis,,0.24
IMG_568,Unknown,vase,1 regions detected,,0.356
IMG_569,Unknown,vase,1 regions detected,,0.26
IMG_570,Unknown,fire (color-based),color analysis,,0.34
IMG_571,Fire Scene,fire (color-based),color analysis,,0.91
IMG_572,Unknown,fire (color-based),color analysis,,0.4
IMG_573,Unknown,fire (color-based),color analysis,,0.31
IMG_574,Unknown,fire (color-based),color analysis,,0.47
IMG_575,Unknown,fire (color-based),color analysis,,0.08
IMG_576,Unknown,fire (color-based),color analysis,,0.21
IMG_577,Unknown,fire (color-based),color analysis,,0.42
IMG_578,Unknown,fire (color-based),color analysis,,0.37
IMG_579,Unknown,fire (color-based),color analysis,,0.06
IMG_580,Unknown,fire (color-based),color analysis,,0.02
IMG_581,Unknown,fire (color-based),color analysis,,0.1
IMG_582,Unknown,tie,1 regions detected,,0.319
IMG_583,Unknown,fire (color-based),color analysis,,0.06
IMG_584,Unknown,fire (color-based),color analysis,,0.06
IMG_585,Unknown,tie,1 regions detected,,0.306
IMG_586,Unknown,fire (color-based),color analysis,,0.06
IMG_587,Unknown,fire (color-based),color analysis,,0.33
IMG_588,Unknown,fire (color-based),color analysis,,0.05
IMG_589,Unknown,fire (color-based),color analysis,,0.1
IMG_590,Unknown,fire (color-based),color analysis,,0.03
IMG_591,Unknown,fire (color-based),color analysis,,0.1
IMG_592,Unknown,fire (color-based),color analysis,,0.11
IMG_593,Unknown,fire (color-based),color analysis,,0.04
IMG_594,Unknown,fire (color-based),color analysis,,0.1
IMG_595,Unknown,fire (color-based),color analysis,,0.01
IMG_596,Unknown,fire (color-based),color analysis,,0.07
IMG_597,Unknown,fire (color-based),color analysis,,0.13
IMG_598,Unknown,train,1 regions detected,,0.295
IMG_599,Unknown,tie,2 regions detected,,0.362
IMG_600,Unknown,fire (color-based),color analysis,,0.15
IMG_601,Unknown,fire (color-based),color analysis,,0.15
IMG_602,Unknown,umbrella,1 regions detected,,0.427
IMG_603,Unknown,bench,1 regions detected,,0.482
IMG_604,Unknown,fire (color-based),color analysis,,0.03
IMG_605,Unknown,fire (color-based),color analysis,,0.17
IMG_606,Assault / Violence,"hot dog, person",2 regions detected,,0.52
IMG_607,Assault / Violence,person,1 regions detected,,0.752
IMG_608,Unknown,"carrot, tie",3 regions detected,,0.792
IMG_609,Fire Scene,"carrot, tie",3 regions detected,,0.559
IMG_610,Fire Scene,carrot,1 regions detected,,0.3
IMG_611,Fire Scene,fire (color-based),color analysis,,0.87
IMG_612,Assault / Violence,"hot dog, person",2 regions detected,,0.74
IMG_613,Assault / Violence,"carrot, person",2 regions detected,,0.712
IMG_614,Fire Scene,tie,1 regions detected,,0.479
IMG_615,Unknown,"dining table, vase",3 regions detected,,0.493
IMG_616,Assault / Violence,"person, frisbee",2 regions detected,,0.592
IMG_617,Unknown,fire (color-based),color analysis,,0.01
IMG_618,Unknown,fire (color-based),color analysis,,0.03
IMG_619,Unknown,fire (color-based),color analysis,,0.02
IMG_620,Unknown,fire (color-based),color analysis,,0.02
IMG_621,Unknown,fire (color-based),color analysis,,0.02
IMG_622,Unknown,fire (color-based),color analysis,,0.02
IMG_623,Unknown,fire (color-based),color analysis,NY \,0.01
IMG_624,Fire Scene,fire (color-based),color analysis,,0.99
IMG_625,Fire Scene,fire (color-based),color analysis,,0.99
IMG_626,Fire Scene,fire (color-based),color analysis,,0.99
IMG_627,Fire Scene,"traffic light, sports ball",2 regions detected,,0.501
IMG_628,Unknown,sports ball,1 regions detected,,0.483
IMG_629,Fire Scene,train,1 regions detected,,0.405
IMG_630,Fire Scene,fire (color-based),color analysis,,0.99
IMG_631,Fire Scene,traffic light,1 regions detected,,0.739
IMG_632,Unknown,fire (color-based),color analysis,,0.01
IMG_633,Fire Scene,carrot,1 regions detected,,0.285
IMG_634,Fire Scene,fire (color-based),color analysis,,0.99
IMG_635,Fire Scene,fire (color-based),color analysis,,0.72
IMG_636,Fire Scene,carrot,1 regions detected,,0.297
IMG_637,Fire Scene,fire (color-based),color analysis,,0.52
IMG_638,Fire Scene,fire (color-based),color analysis,,0.99
IMG_639,Fire Scene,fire (color-based),color analysis,,0.72
IMG_640,Unknown,fire (color-based),color analysis,,0.43
IMG_641,Unknown,umbrella,1 regions detected,,0.282
IMG_642,Fire Scene,refrigerator,1 regions detected,,0.271
IMG_643,Fire Scene,fire (color-based),color analysis,,0.7
IMG_644,Assault / Violence,person,1 regions detected,,0.337
IMG_645,Assault / Violence,"bowl, knife",2 regions detected,,0.417
IMG_646,Fire Scene,fire (color-based),color analysis,,0.99
IMG_647,Unknown,fire (color-based),color analysis,,0.16
IMG_648,Unknown,fire (color-based),color analysis,,0.4
IMG_649,Fire Scene,"broccoli, bowl",2 regions detected,,0.344
IMG_650,Fire Scene,"carrot, bowl",2 regions detected,,0.421
IMG_651,Fire Scene,bowl,1 regions detected,,0.755
IMG_652,Unknown,fire (color-based),color analysis,,0.29
IMG_653,Fire Scene,fire (color-based),color analysis,,0.99
IMG_654,Unknown,fire (color-based),color analysis,,0.3
IMG_655,Fire Scene,pizza,1 regions detected,,0.458
IMG_656,Unknown,fire (color-based),color analysis,,0.3
IMG_657,Fire Scene,fire (color-based),color analysis,,0.98
IMG_658,Fire Scene,fire (color-based),color analysis,,0.89
IMG_659,Unknown,fire (color-based),color analysis,,0.19
IMG_660,Fire Scene,pizza,1 regions detected,,0.417
IMG_661,Fire Scene,pizza,1 regions detected,,0.346
IMG_662,Unknown,fire (color-based),color analysis,,0.29
IMG_663,Fire Scene,train,1 regions detected,,0.265
IMG_664,Unknown,fire (color-based),color analysis,,0.15
IMG_665,Unknown,fire (color-based),color analysis,,0.31
IMG_666,Unknown,fire (color-based),color analysis,,0.2
IMG_667,Fire Scene,bowl,1 regions detected,,0.322
IMG_668,Unknown,fire (color-based),color analysis,,0.36
IMG_669,Fire Scene,fire (color-based),color analysis,,0.67
IMG_670,Fire Scene,fire (color-based),color analysis,,0.61
IMG_671,Fire Scene,fire (color-based),color analysis,,0.67
IMG_672,Unknown,fire (color-based),color analysis,,0.18
IMG_673,Fire Scene,broccoli,1 regions detected,,0.372
IMG_674,Fire Scene,"broccoli, clock",3 regions detected,,0.41
IMG_675,Unknown,carrot,1 regions detected,,0.387
IMG_676,Unknown,"carrot, spoon",2 regions detected,,0.405
IMG_677,Unknown,fire (color-based),color analysis,,0.49
IMG_678,Fire Scene,hot dog,1 regions detected,,0.342
IMG_679,Assault / Violence,knife,1 regions detected,,0.499
IMG_680,Fire Scene,fire (color-based),color analysis,,0.99
IMG_681,Fire Scene,fire (color-based),color analysis,,0.99
IMG_682,Fire Scene,donut,1 regions detected,,0.38
IMG_683,Assault / Violence,"pizza, knife",2 regions detected,,0.272
IMG_684,Fire Scene,fire (color-based),color analysis,Campfire and sausages,0.99
IMG_685,Assault / Violence,person,1 regions detected,,0.776
IMG_686,Unknown,fire (color-based),color analysis,,0.15
IMG_687,Fire Scene,fire (color-based),color analysis,,0.99
IMG_688,Unknown,fire (color-based),color analysis,,0.42
IMG_689,Fire Scene,fire (color-based),color analysis,,0.99
IMG_690,Fire Scene,fire (color-based),color analysis,,0.99
IMG_691,Assault / Violence,person,2 regions detected,,0.543
IMG_692,Fire Scene,fire (color-based),color analysis,,0.99
IMG_693,Assault / Violence,"pizza, knife",2 regions detected,"te. > et oe . ' aw, a we oe ee nee E iN bp ti to haa",0.481
IMG_694,Fire Scene,fire (color-based),color analysis,,0.99
IMG_695,Unknown,fire (color-based),color analysis,,0.07
IMG_696,Unknown,"pizza, oven",2 regions detected,,0.414
IMG_697,Fire Scene,fire (color-based),color analysis,,0.99
IMG_698,Assault / Violence,knife,1 regions detected,,0.266
IMG_699,Fire Scene,fire (color-based),color analysis,,0.99
IMG_700,Fire Scene,fire (color-based),color analysis,,0.99
IMG_701,Fire Scene,fire (color-based),color analysis,,0.99
IMG_702,Fire Scene,fire (color-based),color analysis,,0.99
IMG_703,Fire Scene,fire (color-based),color analysis,,0.99
IMG_704,Assault / Violence,"oven, knife",2 regions detected,,0.56
IMG_705,Fire Scene,spoon,1 regions detected,,0.335
IMG_706,Fire Scene,fire (color-based),color analysis,,0.99
IMG_707,Unknown,fire (color-based),color analysis,,0.24
IMG_708,Fire Scene,fire (color-based),color analysis,,0.76
IMG_709,Unknown,spoon,1 regions detected,,0.254
IMG_710,Assault / Violence,"carrot, knife",2 regions detected,,0.461
IMG_711,Fire Scene,carrot,2 regions detected,,0.261
IMG_712,Fire Scene,train,1 regions detected,,0.34
IMG_713,Fire Scene,fire (color-based),color analysis,,0.73
IMG_714,Fire Scene,fire (color-based),color analysis,,0.79
IMG_715,Fire Scene,fire (color-based),color analysis,,0.61
IMG_716,Fire Scene,"cup, vase",2 regions detected,,0.663
IMG_717,Fire Scene,fire (color-based),color analysis,,0.5
IMG_718,Fire Scene,carrot,5 regions detected,,0.391
IMG_719,Fire Scene,fire (color-based),color analysis,,0.78
IMG_720,Unknown,fire (color-based),color analysis,,0.15
IMG_721,Fire Scene,fire (color-based),color analysis,,0.73
IMG_722,Fire Scene,fire (color-based),color analysis,,0.91
IMG_723,Fire Scene,pizza,1 regions detected,,0.325
IMG_724,Assault / Violence,knife,2 regions detected,,0.334
IMG_725,Fire Scene,carrot,1 regions detected,,0.346
IMG_726,Fire Scene,fire (color-based),color analysis,,0.99
IMG_727,Fire Scene,fire (color-based),color analysis,,0.99
IMG_728,Fire Scene,pizza,1 regions detected,,0.561
IMG_729,Fire Scene,fire (color-based),color analysis,,0.99
IMG_730,Fire Scene,fire (color-based),color analysis,,0.99
IMG_731,Fire Scene,fire (color-based),color analysis,= 7h gee,0.99
IMG_732,Assault / Violence,"broccoli, knife",2 regions detected,,0.48
IMG_733,Fire Scene,fire (color-based),color analysis,,0.81
IMG_734,Fire Scene,fire (color-based),color analysis,,0.75
IMG_735,Fire Scene,fire (color-based),color analysis,,0.64
IMG_736,Fire Scene,potted plant,3 regions detected,,0.37
IMG_737,Unknown,bottle,1 regions detected,,0.349
IMG_738,Fire Scene,fire (color-based),color analysis,,0.7
IMG_739,Fire Scene,fire (color-based),color analysis,,0.59
IMG_740,Unknown,fire (color-based),color analysis,,0.45
IMG_741,Unknown,tie,2 regions detected,,0.614
IMG_742,Unknown,tie,3 regions detected,,0.436
IMG_743,Unknown,tie,2 regions detected,,0.569
IMG_744,Unknown,fire (color-based),color analysis,,0.01
IMG_745,Assault / Violence,knife,1 regions detected,,0.273
IMG_746,Unknown,fire (color-based),color analysis,,0.27
IMG_747,Unknown,"bowl, vase",2 regions detected,,0.38
IMG_748,Unknown,bowl,1 regions detected,,0.256
